Feature,Feature Influence,Feature Weight
-lrb-713-rrb-Ê639-9726,0.0,1.2197274440461925E-19
-lrb-713-rrb-Ê639-9726_-lsb-,0.0,1.2197274440461925E-19
-lrb-713-rrb-Ê646-3446,0.0,0.008954726864447904
-lrb-713-rrb-Ê646-3446_<OPENPAREN>,0.0,0.008954726864447904
-lrb-713-rrb-Ê853-1411,0.0,1.2197274440461925E-19
-lrb-713-rrb-Ê853-1411_enron,0.0,1.2197274440461925E-19
-lrb-713-rrb-Ê853-5536,0.0,1.2197274440461925E-19
-lrb-713-rrb-Ê853-5536_sap\/isc,0.0,1.2197274440461925E-19
-lrb-713-rrb-Ê853-7009,0.0,0.008954726864447904
-lrb-713-rrb-Ê853-7009_<OPENPAREN>,0.0,0.008954726864447904
-lrb-719-rrb-Ê457-0820,0.0,-0.005951599265391028
-lrb-859-rrb-Ê254-5362,0.0,-4.3368086899420177E-19
-lrb-859-rrb-Ê254-5362_or,0.0,-4.3368086899420177E-19
-lrb-877-rrb-Ê488-2880,0.0,-6.776263578034403E-21
-lrb-877-rrb-Ê488-2880_support@imagestation.com,0.0,-6.776263578034403E-21
-lrb-888-rrb-853-9797,0.0,1.2197274440461925E-19
-lrb-888-rrb-853-9797_tds,0.0,1.2197274440461925E-19
-lsb-,0.0,0.0685828062207179
-lsb-_-lsb-,0.0,0.003630962351172422
-lsb-_fwd,0.0,-0.0021333778226690367
-lsb-_mailto:james.h.cook@us.andersen.com],0.0,0.001315459160764385
-lsb-_mailto:ksowens8@iwl.net],0.0,1.3552527156068805E-19
-lsb-_mailto:martin.cuilla@enron.com],0.0,-0.007218339771854059
-lsb-_mailto:mcontant@cypressasset.com],0.0,0.04671894731027274
-lsb-_mailto:zwharton@dawray.com],0.0,0.005572127158547109
-lsb-_our,0.0,0.003630962351172422
-lsb-_pager,0.0,1.2197274440461925E-19
-rsb-,0.0,0.011732699018397637
-rsb-_-lsb-,0.0,0.0
-rsb-_-rsb-,0.0,0.003630962351172422
-rsb-_<PERIOD>,0.0,2.6455633884814946E-4
-rsb-_<RIGHTANGLE>,0.0,-0.0021333778226690367
-rsb-_EOL,0.0,-7.194735276560177E-5
-rsb-_breaking,0.0,0.006636080259938607
-rsb-_clearly,0.0,2.710505431213761E-20
-rsb-_cpr,0.0,1.2197274440461925E-19
-rsb-_edi,0.0,1.2197274440461925E-19
-rsb-_ees,0.0,1.2197274440461925E-19
-rsb-_oss\/ua4\/tarp,0.0,1.2197274440461925E-19
-rsb-_rus\/gops\/geotools,0.0,1.2197274440461925E-19
-rsb-_sitara,0.0,1.2197274440461925E-19
-rsb-_this,0.0,-4.3368086899420177E-19
-rsb-_update,0.0,0.0012395214540514238
.05,0.0,1.3552527156068805E-20
.05_a,0.0,1.3552527156068805E-20
.30,0.0,-2.21257532625493E-4
.30_<RIGHTANGLE>,0.0,-2.21257532625493E-4
.55,0.0,-2.21257532625493E-4
.55_trading,0.0,-2.21257532625493E-4
.99,0.0,0.0
.99_per,0.0,0.0
0,0.0,0.02603518675092922
0-91,0.0,5.421010862427522E-20
0-91_round,0.0,5.421010862427522E-20
0.0,0.0,0.0021496883441541517
0.00,0.0,-2.710505431213761E-20
0.00_--------------------,0.0,-2.710505431213761E-20
0.00_shipping,0.0,-2.710505431213761E-20
0.0_</td>,0.0,1.3552527156068805E-20
0.10,0.0,-0.02307752840155314
0.10_<DOLLAR>,0.0,-0.02307752840155314
0.49,0.0,-0.006407760423038719
0.49_<OPENPAREN>,0.0,-1.1519648082658485E-19
0.60,0.0,-0.01246878259786505
00,0.0,-0.012468782597865057
00000,0.0,4.743384504624082E-20
000000,0.0,3.4269204899288534E-4
000000_'',0.0,3.4269204899288556E-4
000000_<RIGHTANGLE>,0.0,4.743384504624082E-20
00000_'',0.0,4.743384504624082E-20
00007f,0.0,1.3552527156068805E-20
00007f_<RIGHTANGLE>,0.0,1.3552527156068805E-20
000099,0.0,-7.453889935837843E-20
000099_'',0.0,-7.453889935837843E-20
000099_<RIGHTANGLE>,0.0,4.743384504624082E-20
0000ff,0.0,4.743384504624082E-20
0000ff_'',0.0,4.743384504624082E-20
005-7017929690-91,0.0,5.421010862427522E-20
005-7017929690-91_issued,0.0,5.421010862427522E-20
005Ê701792969,0.0,5.421010862427522E-20
005Ê701792969_0-91,0.0,5.421010862427522E-20
00_'',0.0,2.710505431213761E-20
01,0.0,-0.032755404441761955
01dec,0.0,4.0187989478315177E-4
01dec_austin,0.0,5.421010862427522E-20
01dec_houston,0.0,4.0187989478315177E-4
02,0.0,0.0014329152190046429
02:58:10,0.0,-3.7947076036992655E-19
02:58:10_pm,0.0,-3.7947076036992655E-19
02_<COMMA>,0.0,0.0014329152190046437
02apr,0.0,4.0187989478315177E-4
02apr_houston,0.0,4.0187989478315177E-4
03:40:36,0.0,-2.21257532625493E-4
03:40:36_pm,0.0,-2.21257532625493E-4
03dec,0.0,4.0187989478315177E-4
03dec_cleveland,0.0,4.0187989478315177E-4
03dec_houston,0.0,5.421010862427522E-20
03dec_new,0.0,4.0187989478315177E-4
06,0.0,0.028046910106479545
06_<COMMA>,0.0,0.028046910106479545
08,0.0,7.934162732949111E-4
09,0.0,0.028700147657942588
09\/07\/2000,0.0,2.8129718266184617E-4
09\/28\/2000,0.0,-0.014747355334496929
09_2000,0.0,5.421010862427522E-20
09_<COMMA>,0.0,0.028700147657942585
09nov00,0.0,5.421010862427522E-20
09nov00_<DASH>,0.0,5.421010862427522E-20
0:56,0.0,5.421010862427522E-20
0:56_duration,0.0,5.421010862427522E-20
0:57,0.0,5.421010862427522E-20
0:57_duration,0.0,5.421010862427522E-20
0_'',0.0,4.470243174929854E-4
0_<AMPERSAND>,0.0,-1.3552527156068805E-20
0_<COMMA>,0.0,4.743384504624082E-20
0_<RIGHTANGLE>,0.0,4.97455976268061E-6
0_EOL,0.0,0.018990024794180285
0_align,0.0,1.3552527156068805E-20
0_bgcolor,0.0,2.710505431213761E-20
0_border,0.0,4.0657581468206416E-20
0_cellpadding,0.0,5.421010862427522E-19
0_cellspacing,0.0,-1.0842021724855044E-19
0_gary,0.0,3.1848438816761693E-19
0_marginwidth,0.0,1.3552527156068805E-20
0_points,0.0,8.605854744103691E-19
0_pts,0.0,0.003262519411436592
0_src,0.0,4.743384504624082E-20
0_topmargin,0.0,1.3552527156068805E-20
0_width,0.0,4.472333961502706E-19
0_z,0.0,5.421010862427522E-20
0e6df,0.0,-1.3552527156068805E-20
0e6df_'',0.0,-1.3552527156068805E-20
0f0f0,0.0,4.743384504624082E-20
0f0f0_'',0.0,4.743384504624082E-20
0f0f0_<RIGHTANGLE>,0.0,4.743384504624082E-20
1,0.0,0.05744266271518836
"1,000",0.0,0.013528082792004273
"1,800",0.0,9.003769681199723E-4
"1,800_value",0.0,9.003769681199723E-4
1-2,0.0,6.946374230740002E-4
1-800,0.0,-6.776263578034403E-20
1-800-227-7368,0.0,0.0
1-800-227-7368_<CLOSEPAREN>,0.0,0.0
1-800-642-1617,0.0,0.0
1-800-642-1617_<PERIOD>,0.0,0.0
1-800-774-1500,0.0,0.0
1-800-774-1500_and,0.0,0.0
1-800-car-rent,0.0,0.0
1-800-car-rent_<OPENPAREN>,0.0,0.0
1-800-contacts,0.0,-1.0842021724855044E-19
1-800_contacts,0.0,-1.0842021724855044E-19
1-800_go,0.0,0.0
1-877-467-6007,0.0,1.240022685635652E-4
1-877-467-6007_canada,0.0,1.240022685635652E-4
1-877-844-7590,0.0,1.240022685635652E-4
1-877-844-7590_usa,0.0,1.240022685635652E-4
1-888-203-1112,0.0,-0.005951599265391028
1-888-203-1112_<OPENPAREN>,0.0,-0.005951599265391028
1.0,0.0,-0.01156896067233683
1.0_</td>,0.0,-1.3976043629695956E-20
1.5,0.0,-0.00342547743690491
1.89,0.0,0.0
1.89_per,0.0,0.0
1.9,0.0,-0.00342547743690491
1.99,0.0,-1.1519648082658485E-19
1.99_sales,0.0,-1.1519648082658485E-19
1.99_was,0.0,-2.710505431213761E-20
10,0.0,0.0021563642365320878
"10,000",0.0,0.0030994972234262186
"10,000_miles",0.0,0.0
10-15,0.0,-0.005951599265391028
10-15_minutes,0.0,-0.005951599265391028
10.0,0.0,1.3552527156068805E-20
10.00,0.0,0.0025335160735621555
10.75,0.0,0.0
10.75_<PERCENTSIGN>,0.0,0.0
10.81,0.0,-3.3881317890172014E-21
10.81_was,0.0,-3.3881317890172014E-21
100,0.0,0.013631201410570129
"100,000",0.0,-0.006427453155820225
100-yard,0.0,-1.3552527156068805E-20
1000,0.0,0.016128695242482012
1000_bonus,0.0,-1.3552527156068805E-20
100_</td>,0.0,-1.1858461261560205E-20
100_<DASH>,0.0,2.6593471605757544E-4
100_<PERCENTSIGN>,0.0,0.01014490101467848
100_get,0.0,-1.3552527156068805E-20
100_percent,0.0,0.0
100_points,0.0,-5.421010862427522E-20
100_yards,0.0,0.0
101,0.0,7.318364664277155E-19
102,0.0,0.0
104,0.0,0.0
107,0.0,0.007546581054500347
107_yards,0.0,2.710505431213761E-20
108,0.0,0.0
108_<COMMA>,0.0,0.0
109,0.0,5.421010862427522E-20
109.00,0.0,9.378452108296334E-5
109_<DASH>,0.0,0.0
10:00,0.0,0.008038632120869117
10:00:00,0.0,1.2197274440461925E-19
10:00:00_am,0.0,0.0
10:00:00_pm,0.0,1.2197274440461925E-19
10:06,0.0,-0.001989627983384209
10:44:34,0.0,5.421010862427522E-20
10:44:34_am,0.0,5.421010862427522E-20
10:45,0.0,5.421010862427522E-20
10:45_am,0.0,5.421010862427522E-20
10\/23\/01,0.0,0.0
10\/23\/01_<PERIOD>,0.0,0.0
10\/25\/2000,0.0,-3.7947076036992655E-19
10\/25\/2000_02:58:10,0.0,-3.7947076036992655E-19
10_<COMMA>,0.0,0.0
10_<PERCENTSIGN>,0.0,-1.8973538018496328E-19
10_<PERIOD>,0.0,2.710505431213761E-20
10_<RIGHTANGLE>,0.0,1.3552527156068805E-20
10_EOL,0.0,0.00668772226334745
10_carries,0.0,0.0
10_cellspacing,0.0,4.743384504624082E-20
10_family,0.0,3.426920489928849E-4
