Feature,Feature Weight
<b>_<fontEcolor="#ff0000">,5.421010862427522E-20
<b>_<fontEface="arial"Esize="+1"Ecolor="#163786">,-1.3552527156068805E-20
<b>_<fontEface="arial"Esize="2"Ecolor="#163786">,-1.3552527156068805E-20
<b>_<i>,-7.589415207398531E-19
<b>_<imgEsrc="http://cbs.sportsline.com/images/newsletter/magnify.jpg"Ewidth="14"Eheight="20"Eborder="0"Ealt=""Ealign="absmiddle">,-1.3552527156068805E-20
<b>_aaron,-1.3552527156068805E-20
<b>_amani,-1.3552527156068805E-20
<b>_anthony,-0.0
<b>_antowain,-1.3552527156068805E-20
<b>_at,-0.0
<b>_az-zahir,-0.0
<b>_bert,-0.0
<b>_bill,2.710505431213761E-20
<b>_breakdown,-0.0
<b>_brett,1.3552527156068805E-20
<b>_brian,-1.3552527156068805E-20
<b>_brought,-4.743384504624082E-20
<b>_caribbean,2.0328790734103208E-20
<b>_charlie,-0.0
<b>_chris,-0.0
<b>_copyright,-3.426920489928849E-4
<b>_david,-1.3552527156068805E-20
<b>_denver,6.776263578034403E-21
<b>_derrick,-1.3552527156068805E-20
<b>_detroit,6.776263578034403E-21
<b>_donald,4.0657581468206416E-20
<b>_donovan,-0.0
<b>_doug,-5.421010862427522E-20
<b>_drew,-2.710505431213761E-20
<b>_duce,1.3552527156068805E-20
<b>_eddie,-6.776263578034403E-21
<b>_ediets,-1.3552527156068805E-20
<b>_emmitt,-1.3552527156068805E-20
<b>_fantasy,-1.3552527156068805E-20
<b>_final,-0.0
<b>_frank,1.3552527156068805E-20
<b>_fred,-0.0
<b>_free,4.0657581468206416E-20
<b>_get,-2.710505431213761E-20
<b>_hawaii,-0.0
<b>_hotel,1.3552527156068805E-20
<b>_isaac,1.3552527156068805E-20
<b>_james,-3.3881317890172014E-20
<b>_jason,-4.0657581468206416E-20
<b>_jay,-1.3552527156068805E-20
<b>_jeff,-0.0
<b>_jerome,-2.710505431213761E-20
<b>_jimmy,-0.0
<b>_joe,-2.710505431213761E-20
<b>_kevin,6.776263578034403E-21
<b>_keyshawn,-0.0
<b>_kurt,-1.3552527156068805E-20
<b>_ladainian,-0.0
<b>_larry,-0.0
<b>_make,-1.3552527156068805E-20
<b>_marshall,3.3881317890172014E-20
<b>_martay,-0.0
<b>_martin,1.3552527156068805E-20
<b>_marvin,-2.0328790734103208E-20
<b>_matt,6.776263578034403E-21
<b>_maurice,1.3552527156068805E-20
<b>_mcuilla@enron.com,-3.426920489928849E-4
<b>_miami,1.3552527156068805E-20
<b>_michael,-2.0328790734103208E-20
<b>_mike,1.3552527156068805E-20
<b>_muhsin,-4.0657581468206416E-20
<b>_new,6.776263578034403E-21
<b>_nfl,6.776263578034403E-21
<b>_now,-6.776263578034403E-21
<b>_oronde,-5.421010862427522E-20
<b>_player,-0.0
<b>_randy,2.710505431213761E-20
<b>_reggie,-1.3552527156068805E-20
<b>_rich,-1.3552527156068805E-20
<b>_ricky,6.776263578034403E-21
<b>_rod,1.3552527156068805E-20
<b>_ron,-1.3552527156068805E-20
<b>_save,-5.421010862427522E-20
<b>_schedule,-1.3552527156068805E-20
<b>_shaun,-0.0
<b>_stephen,1.3552527156068805E-20
<b>_steve,3.3881317890172014E-20
<b>_teams,1.3552527156068805E-20
<b>_terrell,1.3552527156068805E-20
<b>_terrence,6.776263578034403E-21
<b>_terry,-6.776263578034403E-21
<b>_this,-1.0842021724855044E-19
<b>_today,-1.4907779871675686E-19
<b>_todd,-2.710505431213761E-20
<b>_tom,-0.0
<b>_tony,1.3552527156068805E-20
<b>_total,-1.3552527156068805E-20
<b>_transactions,-1.3552527156068805E-20
<b>_travis,-0.0
<b>_trent,6.776263578034403E-21
<b>_tyrone,-4.0657581468206416E-20
<b>_view,-0.0
<b>_warrick,2.710505431213761E-20
<b>_wesley,-6.776263578034403E-21
<b>_willie,1.3552527156068805E-20
<baseEhref="http://football222.fantasy.sportsline.com/mp/">,-1.3552527156068805E-20
<baseEhref="http://football222.fantasy.sportsline.com/mp/">_</head>,-1.3552527156068805E-20
<baseEhref="http://football299.fantasy.sportsline.com/mp/">,-0.0
<baseEhref="http://football299.fantasy.sportsline.com/mp/">_</head>,-0.0
<body>,-0.0
<br>,-0.004767125006020871
<br>_&#0149;,-1.3552527156068805E-20
<br>_</a>,-4.974559762679763E-6
<br>_</div>,1.3552527156068805E-20
<br>_</font>,-6.776263578034403E-19
<br>_</p>,6.776263578034403E-20
<br>_</td>,-4.974559762680007E-6
<br>_<AMPERSAND>,-5.421010862427522E-20
<br>_<LEFTANGLE,-0.0038119723581653826
<br>_<aEhref="http://www.sportsline.com/links/6/1/223/sffer1228v.cgi">,-1.3552527156068805E-20
<br>_<b>,-3.4269204899288404E-4
<br>_<br>,-0.0012978446968483904
"<br>_<fontEface=""arial,Ehelvetica"">",-4.743384504624082E-20
<br>_<p>,2.710505431213761E-20
<br>_<tableEwidth="600"Eborder="0"Ecellspacing="0"Ecellpadding="5">,-1.3552527156068805E-20
<br>_<tableEwidth="600"Eborder="0"Ecellspacing="0"Ecellpadding="5"Ebgcolor="#edf2f6">,-1.3552527156068805E-20
<br>_and,2.1684043449710089E-19
<br>_attention,-4.0657581468206416E-20
<br>_check,-0.0
<br>_click,-6.776263578034403E-21
<br>_copyright,-6.776263578034403E-21
<br>_fb10sp,-4.743384504624082E-20
<br>_for,-3.426920489928847E-4
<br>_from,2.710505431213761E-20
<br>_get,-5.421010862427522E-20
<br>_have,-0.0
<br>_houston,-2.710505431213761E-20
<br>_http:\/\/www.bestfares.com\/travel\/desks\/story.asp?id=35820,1.3552527156068805E-20
<br>_if,-4.974559762679736E-6
<br>_it,-4.974559762679763E-6
<br>_just,-0.0
<br>_need,1.3552527156068805E-20
<br>_new,-3.3881317890172014E-21
<br>_now,1.3552527156068805E-20
<br>_on,2.710505431213761E-20
<br>_our,-4.0657581468206416E-20
<br>_remember,-0.0
<br>_save,-1.3552527156068805E-20
<br>_the,-0.0
<br>_this,1.3552527156068805E-20
<br>_to,-3.426920489928851E-4
<br>_total,1.1858461261560205E-20
<br>_we,6.776263578034403E-20
<br>_with,-2.710505431213761E-20
<br>_you,-2.1684043449710089E-19
<br>_your,-4.974559762679681E-6
<center>,1.6263032587282567E-19
<center>_<LEFTANGLE,1.2197274440461925E-19
<center>_copyright,-4.743384504624082E-20
<divEalign="center">,1.3552527156068805E-20
<divEalign="left">,4.0657581468206416E-20
<fontEcolor="#000000">,-9.378452108296346E-5
<fontEcolor="#ff0000">,-0.0
<fontEcolor="#ff0000">_15,-6.776263578034403E-21
<fontEcolor="#ff0000">_20,-6.776263578034403E-21
<fontEcolor="#ffffff">,-1.3552527156068805E-20
"<fontEcolor=""#ffffff"">_<fontEface=""arial,Ehelvetica"">",-1.3552527156068805E-20
<fontEface="arial"Esize="+1"Ecolor="#163786">,-1.3552527156068805E-20
<fontEface="arial"Esize="+1"Ecolor="#163786">_<!--EfirstEsectionEtitleEgoesEhereE-->,-1.3552527156068805E-20
<fontEface="arial"Esize="+1"Ecolor="#163786">_<LEFTANGLE,-1.3552527156068805E-20
<fontEface="arial"Esize="+1"Ecolor="#163786">_<b>,-1.3552527156068805E-20
<fontEface="arial"Esize="+1"Ecolor="#163786">_inside,-1.3552527156068805E-20
<fontEface="arial"Esize="-1"Ecolor="#163786">,-1.3552527156068805E-20
<fontEface="arial"Esize="-1"Ecolor="#163786">_<!--EdateEgoesEhereE-->,-1.3552527156068805E-20
<fontEface="arial"Esize="1">,-1.3552527156068805E-20
<fontEface="arial"Esize="1">_this,-1.3552527156068805E-20
<fontEface="arial"Esize="2">,-1.3552527156068805E-20
<fontEface="arial"Esize="2">_<!--EbbEintroEgoesEhereE-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2">_<!--EfirstEsectionEtextEgoesEhereE-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2">_<!--EfirstEtipEtextEgoesEhereE-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2">_<!--Eq1E-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2">_<!--Eq1EanswerE-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2">_<!--Eq2E-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2">_<!--Eq2EanswerE-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2">_<!--Eq3E-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2">_<!--Eq3EanswerE-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2">_<!--EsecondEtipEtextEgoesEhereE-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2">_<!--EtipEofEtheEweekEgoesEhereE-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2">_<b>,-1.3552527156068805E-20
<fontEface="arial"Esize="2"Ecolor="#163786">,-1.3552527156068805E-20
<fontEface="arial"Esize="2"Ecolor="#163786">_<!--Eq1EanswerEtitleE-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2"Ecolor="#163786">_<!--Eq1EtitleE-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2"Ecolor="#163786">_<!--Eq2EanswerEtitleE-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2"Ecolor="#163786">_<!--Eq2EtitleE-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2"Ecolor="#163786">_<!--Eq3EanswerEtitleE-->,-1.3552527156068805E-20
<fontEface="arial"Esize="2"Ecolor="#163786">_<!--Eq3EtitleE-->,-1.3552527156068805E-20
"<fontEface=""arial,Ehelvetica"">",-4.743384504624082E-20
"<fontEface=""arial,Ehelvetica"">_<LEFTANGLE",-4.743384504624082E-20
"<fontEface=""arial,Ehelvetica"">_<b>",-4.743384504624082E-20
"<fontEface=""arial,Ehelvetica"">_bye",1.1858461261560205E-20
"<fontEface=""arial,Ehelvetica"">_cost",-0.0
"<fontEface=""arial,Ehelvetica"">_date",-0.0
"<fontEface=""arial,Ehelvetica"">_effective",-0.0
"<fontEface=""arial,Ehelvetica"">_fa",1.1858461261560205E-20
"<fontEface=""arial,Ehelvetica"">_injury",1.1858461261560205E-20
"<fontEface=""arial,Ehelvetica"">_next",1.1858461261560205E-20
"<fontEface=""arial,Ehelvetica"">_player",-4.743384504624082E-20
"<fontEface=""arial,Ehelvetica"">_points",-1.3552527156068805E-20
"<fontEface=""arial,Ehelvetica"">_pos",-4.743384504624082E-20
"<fontEface=""arial,Ehelvetica"">_status",1.1858461261560205E-20
"<fontEface=""arial,Ehelvetica"">_team",6.776263578034403E-21
"<fontEface=""arial,Ehelvetica"">_time",-0.0
"<fontEface=""arial,Ehelvetica"">_tm",1.1858461261560205E-20
"<fontEface=""arial,Ehelvetica"">_transaction",-0.0
"<fontEface=""arial,Ehelvetica"">_updated",1.1858461261560205E-20
"<fontEface=""arial,Ehelvetica,Esans-serif"">",1.3552527156068805E-20
"<fontEface=""arial,Ehelvetica,Esans-serif""Esize=""2"">",4.0657581468206416E-20
"<fontEface=""arial,Ehelvetica,Esans-serif""Esize=""3"">",-6.776263578034403E-21
<fontEface="verdana"Esize="-2">,-1.3552527156068805E-20
<fontEface="verdana"Esize="-2">_<b>,-1.3552527156068805E-20
<fontEface="verdana"Esize="-2"Ecolor="#163786">,-1.3552527156068805E-20
<fontEface="verdana"Esize="-2"Ecolor="#163786">_<b>,-1.3552527156068805E-20
<fontEsize="2">,1.0164395367051604E-20
<fontEsize="3">,4.0657581468206416E-20
"<fontEsize=""3""Eface=""arial,Ehelvetica,Esans-serif"">",-6.776263578034403E-21
"<fontEsize=""3""Eface=""arial,Ehelvetica,Esans-serif"">_<b>",-6.776263578034403E-21
<head>,-0.0035680393900181305
<head>_<LEFTANGLE,-4.974559762679681E-6
<head>_<title>,-0.0034692803091724996
<hr>,-1.4907779871675686E-19
<hr>_<center>,-4.743384504624082E-20
<hrEalign="left"Ewidth="600"Esize="1"Ecolor="#ccd0d3">,-1.3552527156068805E-20
<hrEalign="left"Ewidth="600"Esize="1"Ecolor="#ccd0d3">_<tableEwidth="600"Eborder="0"Ecellspacing="0"Ecellpadding="5">,-1.3552527156068805E-20
<html>,-0.004518217478110968
<html>_<head>,-4.974559762680007E-6
<i>,-7.589415207398531E-19
<i>_<b>,-0.0
<i>_miami,-0.0
<i>_seattle,6.776263578034403E-21
<imgEsrc="http://cbs.sportsline.com/images/newsletter/magnify.jpg"Ewidth="14"Eheight="20"Eborder="0"Ealt=""Ealign="absmiddle">,-1.3552527156068805E-20
<imgEsrc="http://cbs.sportsline.com/images/newsletter/magnify.jpg"Ewidth="14"Eheight="20"Eborder="0"Ealt=""Ealign="absmiddle">_<aEhref="http://fantasy.sportsline.com">,-1.3552527156068805E-20
<imgEsrc="http://cbs.sportsline.com/images/newsletter/magnify.jpg"Ewidth="14"Eheight="20"Eborder="0"Ealt=""Ealign="absmiddle">_<b>,-1.3552527156068805E-20
<imgEsrc="http://images.commissioner.com/images/ads/ereports/sponsorbar15.gif"Eusemap="#menu.map"Ewidth="417"Eheight="25"Eborder="0"Ealt="sponsorshipEbar">,-0.0
<imgEsrc="http://images.commissioner.com/images/ads/ereports/sponsorbar15.gif"Eusemap="#menu.map"Ewidth="417"Eheight="25"Eborder="0"Ealt="sponsorshipEbar">_</td>,-0.0
<imgEsrc="http://images.commissioner.com/images/ads/ereports/sponsorbar16.gif"Eusemap="#menu.map"Ewidth="417"Eheight="25"Eborder="0"Ealt="sponsorshipEbar">,-1.3552527156068805E-20
<imgEsrc="http://images.commissioner.com/images/ads/ereports/sponsorbar16.gif"Eusemap="#menu.map"Ewidth="417"Eheight="25"Eborder="0"Ealt="sponsorshipEbar">_</td>,-1.3552527156068805E-20
<imgEsrc="http://images.commissioner.com/images/ads/ereports/sponsorbar6.gif"Eusemap="#menu.map"Ewidth="665"Eheight="25"Eborder="0"Ealt="sponsorshipEbar">,-0.0
<imgEsrc="http://images.commissioner.com/images/ads/ereports/sponsorbar6.gif"Eusemap="#menu.map"Ewidth="665"Eheight="25"Eborder="0"Ealt="sponsorshipEbar">_</td>,-0.0
<imgEsrc="http://images.commissioner.com/images/spln_fantasy_hdr_600.gif"Ewidth="600"Eheight="81"Eborder="0"Ealt="">,-1.3552527156068805E-20
<imgEsrc="http://images.commissioner.com/images/spln_fantasy_hdr_600.gif"Ewidth="600"Eheight="81"Eborder="0"Ealt="">_<tdEalign="center"Ebgcolor="#e9eef4">,-1.3552527156068805E-20
<li>,-7.589415207398531E-19
<mapEname="menu.map">,-4.743384504624082E-20
<mapEname="menu.map">_<LEFTANGLE,-4.743384504624082E-20
<metaEhttp-equiv="content-type"Econtent="text/html;">,-6.776263578034403E-21
<metaEhttp-equiv="content-type"Econtent="text/html;Echarset=iso-8859-1">,-0.003469280309172503
<metaEhttp-equiv="content-type"Econtent="text/html;Echarset=iso-8859-1">_</head>,-0.003469280309172505
<noscript>,-4.743384504624082E-20
<noscript>_<LEFTANGLE,-4.743384504624082E-20
<p>,-9.501780880928226E-4
<p>_</p>,-2.710505431213761E-20
<p>_<LEFTANGLE,-5.421010862427522E-20
<p>_<b>,4.0657581468206416E-20
<p>_<br>,-0.0
<p>_<fontEface="arial"Esize="2">,-1.3552527156068805E-20
<p>_<fontEface="verdana"Esize="-2"Ecolor="#163786">,-1.3552527156068805E-20
<p>_<p>,-1.3552527156068805E-20
<p>_a,-1.3552527156068805E-20
<p>_if,-9.501780880928235E-4
<pre>,-9.378452108296341E-5
<pEalign="center">,-9.486769009248164E-20
<pEalign="center">_<LEFTANGLE,6.776263578034403E-20
<scriptElanguage="javascript">,1.4230153513872246E-19
<scriptElanguage="javascript">_<LEFTANGLE,-0.0
<scriptElanguage="javascript">_if,-4.743384504624082E-20
<strong>,6.098637220230962E-20
<tableEborder="0"Ecellpadding="0"Ecellspacing="0"Ewidth="600">,-4.9745597626797085E-6
<tableEborder="0"Ecellspacing="0"Ecellpadding="0">,-4.743384504624082E-20
<tableEborder="0"Ecellspacing="0"Ecellpadding="0">_<tr>,-4.743384504624082E-20
<tableEwidth="100%"Eborder="0"Ecellspacing="0"Ecellpadding="5"Ebgcolor="#ffffee">,-1.3552527156068805E-20
<tableEwidth="100%"Eborder="0"Ecellspacing="0"Ecellpadding="5"Ebgcolor="#ffffee">_<tr>,-1.3552527156068805E-20
<tableEwidth="600"Eborder="0"Ecellspacing="0"Ecellpadding="0">,-0.0
<tableEwidth="600"Eborder="0"Ecellspacing="0"Ecellpadding="0">_<tr>,-0.0
<tableEwidth="600"Eborder="0"Ecellspacing="0"Ecellpadding="5">,-1.3552527156068805E-20
<tableEwidth="600"Eborder="0"Ecellspacing="0"Ecellpadding="5">_<tr>,-1.3552527156068805E-20
<tableEwidth="600"Eborder="0"Ecellspacing="0"Ecellpadding="5"Ebgcolor="#edf2f6">,-1.3552527156068805E-20
<tableEwidth="600"Eborder="0"Ecellspacing="0"Ecellpadding="5"Ebgcolor="#edf2f6">_<tr>,-1.3552527156068805E-20
<tableEwidth="600"Eborder="0"Ecellspacing="1"Ecellpadding="0"Ebgcolor="#b5b7b6">,-1.3552527156068805E-20
<tableEwidth="600"Eborder="0"Ecellspacing="1"Ecellpadding="0"Ebgcolor="#b5b7b6">_<tr>,-1.3552527156068805E-20
<tbody>,-2.710505431213761E-20
<tbody>_<tr>,-2.710505431213761E-20
<td>,-4.9745597626787395E-6
<td>_<!--EsponsorEgoesEhereE-->,-1.3552527156068805E-20
<td>_<LEFTANGLE,1.4907779871675686E-19
<td>_<b>,-3.3881317890172014E-20
<td>_<br>,-0.0
<td>_<fontEface="arial"Esize="2">,-1.3552527156068805E-20
"<td>_<fontEface=""arial,Ehelvetica"">",-1.6940658945086007E-21
<td>_<tableEwidth="100%"Eborder="0"Ecellspacing="0"Ecellpadding="5"Ebgcolor="#ffffee">,-1.3552527156068805E-20
<td>_attention,-1.3552527156068805E-20
<td>_battle,-0.0
<tdEalign="center"Ebgcolor="#e9eef4">,-1.3552527156068805E-20
<tdEalign="center"Ebgcolor="#e9eef4">_<fontEface="arial"Esize="+1"Ecolor="#163786">,-1.3552527156068805E-20
<tdEalign="right">,-1.3552527156068805E-20
<tdEalign="right">_<fontEface="arial"Esize="-1"Ecolor="#163786">,-1.3552527156068805E-20
<tdEbgcolor="#e9eef4">,-1.3552527156068805E-20
<tdEbgcolor="#e9eef4">_<fontEface="verdana"Esize="-2">,-1.3552527156068805E-20
<tdEcolspan="2">,-1.2197274440461925E-19
<tdEcolspan="3">,9.486769009248164E-20
<tdEcolspan="5">,-6.776263578034403E-21
<tdEwidth="1"Ebgcolor="#ccd0d3">,-1.3552527156068805E-20
<tdEwidth="1"Ebgcolor="#ccd0d3">_<LEFTANGLE,-1.3552527156068805E-20
<tdEwidth="1"Evalign="top">,-1.3552527156068805E-20
<tdEwidth="200"Evalign="top">,-1.3552527156068805E-20
<tdEwidth="200"Evalign="top">_<b>,-1.3552527156068805E-20
<tdEwidth="399"Evalign="top">,-1.3552527156068805E-20
<tdEwidth="399"Evalign="top">_<b>,-1.3552527156068805E-20
<tdEwidth="600"Evalign="top">,-1.3552527156068805E-20
<tdEwidth="600"Evalign="top">_<b>,-1.3552527156068805E-20
<tdEwidth="600"Evalign="top">_<fontEface="arial"Esize="1">,-1.3552527156068805E-20
<title>,-0.0034742548689351742
<title>_fantasy,-1.3552527156068805E-20
<tr>,-4.9745597626794984E-6
<tr>_<LEFTANGLE,-5.421010862427522E-19
<tr>_<imgEsrc="http://images.commissioner.com/images/spln_fantasy_hdr_600.gif"Ewidth="600"Eheight="81"Eborder="0"Ealt="">,-1.3552527156068805E-20
<tr>_<td>,4.0657581468206416E-19
<tr>_<tdEalign="right">,-1.3552527156068805E-20
<tr>_<tdEbgcolor="#e9eef4">,-1.3552527156068805E-20
<tr>_<tdEcolspan="2">,-1.2197274440461925E-19
<tr>_<tdEcolspan="3">,9.486769009248164E-20
<tr>_<tdEwidth="1"Ebgcolor="#ccd0d3">,-1.3552527156068805E-20
<tr>_<tdEwidth="399"Evalign="top">,-1.3552527156068805E-20
<tr>_<tdEwidth="600"Evalign="top">,-1.3552527156068805E-20
<trEbgcolor="#e0e6df">,-4.743384504624082E-20
<trEbgcolor="#e0e6df">_<LEFTANGLE,-4.743384504624082E-20
<trEEbgcolor="#ffffcc">,-0.0
<trEEbgcolor="#ffffcc">_<LEFTANGLE,-0.0
<ul>,3.2526065174565133E-19
=,-0.024410853753029794
=_#banter,-1.3552527156068805E-20
=_#eaeaea,-4.743384504624082E-20
=_#f,-4.743384504624082E-20
=_#ffffff,1.3552527156068805E-20
=_#tip,-1.3552527156068805E-20
=_'',-3.5821435617270085E-4
=_-1412,-4.0657581468206416E-20
=_0,-4.9745597626790105E-6
=_1,-0.0038014246107482452
=_10,-3.426920489928849E-4
=_100,-1.552230717981583E-5
=_14,-2.574980159653073E-19
=_1px,-4.743384504624082E-20
=_2,-0.003801424610748254
=_200,-1.3552527156068805E-20
=_25,-1.3552527156068805E-20
=_3,-3.426920489928847E-4
=_4,4.0657581468206416E-20
=_400,-1.3552527156068805E-20
=_48,-0.0
=_5,-4.97455976267979E-6
=_60,2.710505431213761E-20
=_69677,6.776263578034403E-21
=_716,-4.743384504624082E-20
=_8,-3.426920489928851E-4
=_<EXCLAMATIONMARK>,2.371692252312041E-20
=_<NUMBERSIGN>,-0.0034587325617553635
=_<RIGHTANGLE>,6.776263578034403E-21
=_=,-2.6455633884814946E-4
=_\/,1.1858461261560205E-20
=__,-0.0
=_``,-0.00391073143901103
=_a,-2.645563388481495E-4
=_abc.substring,-4.743384504624082E-20
=_absmiddle,-1.3552527156068805E-20
=_arial,-4.743384504624082E-20
=_banter,-1.3552527156068805E-20
=_bige01,6.776263578034403E-21
=_black,-3.3881317890172014E-20
=_block,-1.3552527156068805E-20
=_center,-0.003458732561755364
=_ffffff,-4.743384504624082E-20
=_houstonpress.com,-1.3552527156068805E-20
=_http:\/\/fantasy.sportsline.com,-4.743384504624082E-20
=_http:\/\/football222.fantasy.sportsline.com\/mp\/options-ereports?league=bige01&owner=69677,-1.3552527156068805E-20
=_http:\/\/football299.fantasy.sportsline.com\/mp\/options-ereports?league=bige01&owner=69677,-0.0
=_http:\/\/images.commissioner.com\/images\/ads\/sports_11k_pda_150x30_1004_1.gif,-0.0
=_http:\/\/images.commissioner.com\/images\/ads\/sports_9k_pda_150x30_0917_1.gif,-0.0
=_http:\/\/images.commissioner.com\/images\/splash\/football\/spln_mgmt_ereport_header.gif,-4.743384504624082E-20
=_http:\/\/www.sportsline.com\/links\/2\/60\/fantasybb0420ediets.cgi,-1.3552527156068805E-20
=_http:\/\/www.sportsline.com\/links\/6\/1\/163\/sffer1225th.cgi,-1.3552527156068805E-20
=_http:\/\/www.sportsline.com\/links\/6\/1\/195\/fantasysched091801.cgi,-0.0
=_http:\/\/www.sportsline.com\/links\/6\/1\/195\/transactions100501.cgi,-0.0
=_http:\/\/www.sportsline.com\/links\/6\/1\/217\/sffer1218e.cgi,-0.0
=_if,1.4907779871675686E-19
=_left,-4.974559762679736E-6
=_math.random,-4.743384504624082E-20
=_middle,1.3552527156068805E-20
=_parent.random,-4.743384504624082E-20
=_players,-3.3881317890172014E-21
=_red,-0.0
=_right,8.131516293641283E-20
=_special,6.776263578034403E-20
=_td1,-0.0
=_td2,-4.743384504624082E-20
=_tip1,-1.3552527156068805E-20
=_tip2,-1.3552527156068805E-20
=_tip3,-1.3552527156068805E-20
=_top,-4.0657581468206416E-20
=_white,-3.3881317890172014E-20
>>,0.009629163217364957
>>_<RIGHTANGLE>,0.0029184487136908353
??,0.002391164036076825
???,-5.921995641198894E-5
????,-0.005878816628148611
??????,-0.0011094308198815062
???????,-0.017361362960610822
BOL_-----,-0.04577916793794291
BOL_----------------------,-0.004316233506885932
BOL_------------------------------------------------------------------------------------------------------,-1.2197274440461925E-19
BOL_-lsb-,-0.009070904558507044
BOL_1,-0.0017882850162238327
BOL_<!doctypeEhtmlEpublicE"-//w3c//dtdEhtmlE4.0Etransitional//en">,-9.551526478555054E-4
BOL_<DOLLAR>,-0.017208990879533457
BOL_<LEFTANGLE,-0.015576993994777081
BOL_<html>,-0.0035630648302554515
BOL_=,-2.6455633884814956E-4
BOL_\/,-0.0
BOL_are,-0.007209865445150549
BOL_as,0.08981578356138234
BOL_attn,-0.0018475033762584132
BOL_big,-0.04062561155461081
BOL_can,-0.030541117068325564
BOL_cbs,-3.088150381785029E-4
BOL_cera,0.014704718520067231
BOL_commissioner.com,-0.002583534742051353
BOL_continental.com,-1.3552527156068805E-20
BOL_dave,-0.002037660334714179
BOL_dear,-0.0047431462223443376
BOL_did,-0.005662673837807221
BOL_do,0.0015453924158591247
BOL_enron,-0.049744205715087975
BOL_entire,-7.022067034436612E-4
BOL_esource,-2.4937755525865596E-4
BOL_for,0.06619058997681687
BOL_free,-0.053962992107072824
BOL_from,0.014934271355593103
BOL_fw,-0.02984373217476775
BOL_fyi,0.002312847937219676
BOL_he,0.002172988658184541
BOL_hello,-0.0028713762127017114
BOL_here,-0.020649788419869478
BOL_hey,-0.006688171252988739
BOL_hi,0.055933823109398595
BOL_hyperia,-0.005115594872348824
BOL_i,-0.03692043020077718
BOL_if,0.04683823095669029
BOL_in,-0.011041500620230247
BOL_info,-0.003391383556257375
BOL_just,-0.010487348578221208
BOL_martin,0.0660449227841988
BOL_my,-0.0025163393630307515
BOL_need,-0.010520224811736282
BOL_new,-0.005852976649548697
BOL_no,-0.02153030080282236
BOL_onepass,-1.3552527156068805E-20
BOL_please,-0.039796467721941044
BOL_re,-0.059061530932606146
BOL_real,-0.0
BOL_roster,-0.007546581054500337
BOL_save,-0.0
BOL_starting,-0.020728748929908496
BOL_thank,-6.946374230739974E-4
BOL_thanks,-0.07278801560319989
BOL_the,-0.012912259356759315
BOL_this,-0.03116075827307184
BOL_title,0.021764179363661845
BOL_tony,-8.131516293641283E-20
BOL_we,-0.010424880626615963
BOL_week,-0.003923568995278032
BOL_yeah,-0.043731085075034905
BOL_you,-0.01333270143442858
BOL_your,-0.003520998173598746
\*,-0.011322973987149983
\*\*,-0.004309070582290183
\*\*\*,-5.421010862427522E-20
\*\*\*\*,-0.0
\*\*\*\*\*,-9.378452108296325E-5
\*\*\*\*\*\*\*\*\*,-9.378452108296335E-5
\*\*\*\*\*\*\*\*\*\*,-0.0043429657198175466
\*\*\*\*\*\*\*\*\*\*\*\*,-9.378452108296335E-5
\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*,-0.0013226811459413409
\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*,-0.0
\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*,-1.3552527156068805E-20
\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*,-4.018798947831509E-4
\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*,-4.0187989478315177E-4
\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*,-4.0187989478315177E-4
\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*,-4.0187989478315177E-4
